listing_id,host_id,host_since,city,neighbourhood,property_type,room_type,price_per_night,minimum_nights,number_of_reviews,last_review_date,review_score,availability_365,instant_bookable,host_is_superhost,cancellation_policy,description
2384,3795,2017-11-14,Kisumu,Parklands,Bungalow,Private room,23944,three,54,,,236,1,False,Flexible,
2385,4511,2017-03-19,Mombasa,CBD,Condo,Shared room,10189,,35,2021-08-28,,32,Y,N,moderate,Modern loft -- newly renovated
2386,4675,2016-12-11,Nairobi,Parklands,Apartment,Hotel room,"KES 5,476",seven,5,2022-07-23,3.96,212,Yes,No,Flexible,Affordable stay $$$
2387,1988,2021-10-03,Nakuru,Langata,Condo,Shared room,15705,,41,2019-04-03,4.11,59,1,True,Strict ,Spacious apartment with great view!!!
2388,1020,2016-09-18,Kisumu,Parklands,Villa,Private room,2204,three,49,2016-12-24,4.36,1,No,N,flexible,Luxury villa with pool & gym access
2389,3350,2023-07-11,Mombasa,Milimani,Apartment,Shared room,"KES 6,952",14,111,2021-08-05,4.14,56,Y,Yes,Flexible,
2390,1868,2023-07-07,Kisumu,CBD,House,Private room,14349,5,145,2023-09-02,3.9,300,N,Y,moderate,Modern loft -- newly renovated
2391,1083,2022-05-08,Kisumu,Westlands,Condo,Private room,7594,seven,229,,4.64,286,No,No,moderate,"Quiet neighborhood, perfect for families"
2392,4845,2015-11-05,Eldoret,Parklands,Condo,Entire home/apt,5181,seven,210,2018-10-29,4.3,137,Yes,0,super_strict_30,
2393,2682,2016-12-26,Eldoret,Langata,Bungalow,Entire home/apt,22022,,29,,,278,0,0,super_strict_30,Spacious apartment with great view!!!
2394,2976,2025-09-01,Eldoret,Nyali,Apartment,Private room,"KES 19,800",,294,2020-11-21,3.6,213,False,1,,Modern loft -- newly renovated
2395,4524,2023-09-01,Mombasa,Nyali,Loft,Hotel room,11066,seven,115,2024-06-19,4.05,238,False,Y,moderate,"Quiet neighborhood, perfect for families"
2396,2410,2022-01-16,Kisumu,Nyali,Condo,Entire home/apt,9001,,225,2018-03-14,4.83,284,Y,N,,Affordable stay $$$
2397,2530,2020-07-16,Nairobi,Karen,Villa,Private room,"KES 3,345",3,58,2018-07-28,4.63,30,Yes,N,,Cozy place near city center
2398,4328,2020-03-15,Nakuru,Kilimani,Condo,Shared room,22538,3,75,2025-09-10,3.98,205,1,Y,,"Quiet neighborhood, perfect for families"
2399,1569,2023-06-18,Eldoret,CBD,Bungalow,Shared room,7913,14,215,,4.8,273,1,1,Strict ,Cozy place near city center
2400,4963,2021-04-28,Eldoret,Nyali,House,Hotel room,"KES 9,490",14,131,2023-03-29,3.61,10,No,No,strict,Luxury villa with pool & gym access
2401,1933,2023-07-10,Kisumu,Westlands,Bungalow,Shared room,11128,14,80,2023-03-14,,358,Yes,True,Flexible,Affordable stay $$$
2402,4598,2021-07-01,Kisumu,Nyali,Condo,Shared room,14730,7,66,2020-10-27,4.94,46,Yes,0,super_strict_30,
2403,4233,2020-01-13,Mombasa,Milimani,Loft,Private room,20974,7,229,2024-11-11,3.87,2,False,No,Flexible,Spacious apartment with great view!!!
2404,2980,2022-08-21,Mombasa,Kilimani,Condo,Shared room,19254,2,276,2016-02-12,3.51,129,1,0,super_strict_30,Luxury villa with pool & gym access
2405,4234,2025-05-13,Eldoret,Langata,Apartment,Shared room,19812,30,71,2016-11-09,4.15,71,No,1,flexible,Spacious apartment with great view!!!
2406,2855,2024-11-21,Kisumu,Kilimani,Condo,Shared room,3136,5,208,,4.04,158,N,N,flexible,Luxury villa with pool & gym access
2407,4056,2021-05-01,Nairobi,Parklands,Loft,Shared room,24064,3,271,2019-12-03,,129,Y,True,moderate,"Quiet neighborhood, perfect for families"
2408,1792,2022-03-18,Nakuru,Langata,Apartment,Private room,"KES 19,727",three,143,2016-11-24,4.31,21,1,True,flexible,"Quiet neighborhood, perfect for families"
2409,1791,2022-02-15,Kisumu,Langata,Villa,Shared room,16207$,5,250,2025-04-16,4.7,134,0,Yes,flexible,Affordable stay $$$
2410,4595,2022-01-02,Kisumu,Parklands,Apartment,Hotel room,18715,5,283,2021-10-18,4.76,19,N,False,strict,Affordable stay $$$
2411,2809,2018-08-16,Mombasa,CBD,Bungalow,Entire home/apt,"KES 7,038",three,178,2025-05-14,3.2,219,No,N,,Affordable stay $$$
2412,2294,2024-09-09,Nakuru,Parklands,House,Hotel room,23199,1,79,2018-02-15,4.14,332,Yes,1,Strict ,Affordable stay $$$
2413,3539,2025-11-21,Eldoret,Karen,Bungalow,Entire home/apt,11817,seven,56,,3.72,129,False,1,moderate,Cozy place near city center
2414,3255,2022-01-13,Kisumu,Langata,Apartment,Hotel room,13954,30,173,2024-05-28,3.57,31,1,True,strict,Affordable stay $$$
2415,4610,2018-07-18,Eldoret,Langata,Villa,Entire home/apt,16949,2,237,2016-11-22,,89,No,False,moderate,"Quiet neighborhood, perfect for families"
2416,2607,2016-09-10,Kisumu,Parklands,Condo,Entire home/apt,9955,14,165,,4.46,258,Y,1,Strict ,Modern loft -- newly renovated
2417,2083,2019-12-07,Eldoret,CBD,Apartment,Entire home/apt,"KES 23,211",three,83,2025-10-06,3.6,297,Y,True,moderate,
2418,3477,2015-10-07,Nakuru,Nyali,Bungalow,Entire home/apt,16559,7,47,2021-01-12,,332,1,Y,Flexible,Cozy place near city center
2419,1984,2020-04-04,Mombasa,Milimani,Apartment,Private room,17130,14,126,2015-01-28,4.6,248,False,No,Flexible,Modern loft -- newly renovated
2420,2680,2019-12-17,Nakuru,Westlands,Apartment,Hotel room,2786,,168,2024-03-22,4.31,172,Yes,0,Flexible,Luxury villa with pool & gym access
2421,4676,2022-01-30,Nairobi,CBD,Apartment,Entire home/apt,3029,three,66,,3.8,356,False,0,flexible,Modern loft -- newly renovated
2422,4380,2018-05-25,Mombasa,Karen,Villa,Hotel room,"KES 11,500",14,193,2025-07-24,4.31,46,Y,1,Strict ,"Quiet neighborhood, perfect for families"
2423,1519,2023-12-06,Nakuru,CBD,Loft,Shared room,8155,seven,154,2019-10-13,3.77,196,True,No,strict,Cozy place near city center
2424,1590,2018-01-30,Nairobi,Kilimani,Loft,Entire home/apt,3377,seven,159,2020-11-03,4.16,33,1,False,strict,Luxury villa with pool & gym access
2425,2050,2021-08-19,Kisumu,Nyali,Apartment,Hotel room,11441$,seven,183,,,253,True,1,super_strict_30,Spacious apartment with great view!!!
2426,2709,2015-08-19,Kisumu,Nyali,Villa,Private room,23315,14,265,2025-04-18,4.7,247,N,No,strict,Affordable stay $$$
2427,4633,2018-12-12,Eldoret,Langata,Villa,Hotel room,20362,seven,167,,4.19,41,Y,True,,Cozy place near city center
2428,3035,2020-09-09,Mombasa,Nyali,Apartment,Entire home/apt,14555,3,144,2024-06-22,,288,Y,No,Flexible,Cozy place near city center
2429,3246,2015-10-31,Kisumu,Nyali,Bungalow,Shared room,17984,7,185,,3.72,122,0,False,,
2430,3434,2018-06-25,Mombasa,Parklands,Bungalow,Hotel room,4587,2,261,2020-07-13,,26,No,Yes,,"Quiet neighborhood, perfect for families"
2431,1348,2020-03-06,Kisumu,Nyali,House,Shared room,7328,three,273,2024-09-11,4.59,58,False,0,Flexible,Affordable stay $$$
2432,1959,2020-01-26,Eldoret,Nyali,Apartment,Private room,20175,5,222,,2.6,146,1,Yes,super_strict_30,Affordable stay $$$
2433,2963,2015-06-04,Nakuru,Westlands,House,Hotel room,23351,14,41,2022-07-02,4.2,114,Y,Y,flexible,Modern loft -- newly renovated
2434,1692,2015-08-22,Eldoret,Karen,Bungalow,Hotel room,"KES 18,577",14,3,,,198,Y,Y,strict,Affordable stay $$$
2435,2559,2019-02-19,Nairobi,Langata,Bungalow,Private room,23670,7,275,2015-11-20,4.22,127,1,No,Strict ,Affordable stay $$$
2436,4899,2024-04-29,Kisumu,Parklands,Apartment,Private room,6906,1,283,2017-06-30,4.18,152,Yes,No,super_strict_30,Modern loft -- newly renovated
2437,1377,2018-03-21,Nairobi,Nyali,House,Private room,12932,30,192,2018-09-01,4.78,270,1,True,strict,"Quiet neighborhood, perfect for families"
2438,3946,2015-11-11,Nairobi,Langata,House,Entire home/apt,4991$,,103,,4.56,338,N,No,flexible,Spacious apartment with great view!!!
2439,3963,2022-03-25,Mombasa,Karen,Apartment,Entire home/apt,14858,three,246,2020-02-01,3.55,82,Y,1,,"Quiet neighborhood, perfect for families"
2440,4629,2024-09-09,Kisumu,Parklands,House,Hotel room,"KES 14,854",1,299,2020-10-01,3.94,22,True,No,Strict ,
2441,1526,2024-08-04,Nairobi,Milimani,Condo,Hotel room,4892,,22,2015-10-31,4.81,10,No,N,Strict ,"Quiet neighborhood, perfect for families"
2442,4224,2016-01-05,Nakuru,Nyali,Bungalow,Hotel room,3768,30,12,2018-07-13,3.53,186,No,1,,Cozy place near city center
2443,3781,2021-11-24,Nairobi,Langata,Loft,Shared room,7132,5,143,2015-06-07,4.32,115,Yes,1,flexible,Modern loft -- newly renovated
2444,3253,2021-08-30,Nakuru,CBD,Villa,Private room,5283,14,217,2025-06-15,4.59,161,Yes,False,strict,
2445,3502,2020-09-07,Mombasa,Parklands,House,Hotel room,15979,seven,182,2020-11-05,3.9,102,N,True,,Spacious apartment with great view!!!
2446,4344,2019-04-24,Nairobi,Parklands,House,Private room,16887,7,241,2024-06-08,,242,1,Yes,moderate,
2447,4965,2020-03-10,Eldoret,Langata,Villa,Entire home/apt,23857,three,192,2024-05-23,4.64,6,True,1,strict,Spacious apartment with great view!!!
2448,2259,2021-07-05,Mombasa,Nyali,House,Private room,"KES 7,469",7,271,2015-05-26,4.2,361,True,N,,Luxury villa with pool & gym access
2449,2875,2021-03-20,Nakuru,Kilimani,Villa,Shared room,10481,2,164,2022-01-13,4.54,171,No,False,,Modern loft -- newly renovated
2450,2763,2025-09-13,Mombasa,Westlands,Apartment,Shared room,22532,5,179,,4.73,255,True,False,super_strict_30,Cozy place near city center
2451,1520,2023-11-18,Nairobi,CBD,Condo,Private room,22823,2,116,,4.47,246,N,1,super_strict_30,
2452,2701,2023-04-15,Kisumu,CBD,Condo,Shared room,"KES 10,350",30,265,2025-07-30,4.1,191,Yes,Yes,strict,
2453,2016,2025-01-17,Kisumu,Kilimani,Bungalow,Shared room,16672,30,37,2017-03-12,4.21,113,False,Y,Flexible,Spacious apartment with great view!!!
2454,4003,2015-06-18,Nakuru,Nyali,Loft,Entire home/apt,"KES 18,902",3,43,2016-09-12,,22,Yes,Y,super_strict_30,Spacious apartment with great view!!!
2455,4902,2020-01-17,Nakuru,Parklands,House,Hotel room,19837,30,73,2017-02-05,4.58,357,Y,True,moderate,
2456,3773,2025-03-12,Kisumu,Parklands,Loft,Shared room,5157,1,225,2018-03-03,4.81,313,True,1,Flexible,Affordable stay $$$
2457,2013,2024-01-31,Nakuru,Westlands,Apartment,Hotel room,22730,1,12,,3.91,275,False,N,moderate,
2458,3548,2021-05-30,Mombasa,CBD,Condo,Private room,20180,seven,11,2015-12-30,3.0,135,Y,N,Strict ,Cozy place near city center
2459,1116,2022-04-23,Eldoret,Westlands,Apartment,Private room,18658,14,49,2024-08-11,4.9,356,Yes,Yes,super_strict_30,Modern loft -- newly renovated
2460,3433,2017-02-10,Eldoret,CBD,Apartment,Shared room,20695,7,248,2017-05-27,4.37,194,Y,Y,,Spacious apartment with great view!!!
2461,2367,2018-08-09,Mombasa,Nyali,House,Private room,11072$,14,118,,,257,Yes,True,Flexible,Modern loft -- newly renovated
2462,1583,2021-10-14,Eldoret,Milimani,Apartment,Entire home/apt,4682,14,56,,3.77,277,Yes,0,strict,Cozy place near city center
2463,1394,2020-05-02,Nairobi,CBD,Condo,Shared room,"KES 14,479",1,181,2017-05-04,4.5,69,0,Yes,Flexible,"Quiet neighborhood, perfect for families"
2464,2087,2020-08-15,Mombasa,Milimani,Loft,Shared room,9367,7,263,2015-06-08,,358,N,True,,Affordable stay $$$
2465,4788,2016-09-09,Nakuru,CBD,Condo,Shared room,16655$,seven,105,2017-12-13,4.99,359,True,Y,Strict ,Modern loft -- newly renovated
2466,3768,2025-09-27,Mombasa,Parklands,House,Private room,14506,5,190,2022-01-28,4.74,35,True,No,moderate,
2467,1071,2015-09-11,Kisumu,Karen,Condo,Private room,5829$,3,136,2022-02-25,4.62,107,Y,N,Strict ,Affordable stay $$$
2468,4860,2020-01-20,Nakuru,Nyali,Villa,Shared room,24051,1,187,2020-12-12,3.81,23,No,True,flexible,
2469,1273,2016-02-28,Kisumu,Kilimani,Loft,Hotel room,"KES 4,597",2,119,2017-01-07,4.81,139,0,True,super_strict_30,"Quiet neighborhood, perfect for families"
2470,3013,2024-02-04,Nakuru,Milimani,Villa,Private room,"KES 2,904",3,241,2024-06-05,4.29,21,N,False,strict,"Quiet neighborhood, perfect for families"
2471,2343,2025-01-30,Eldoret,Kilimani,Villa,Private room,6601,5,71,2018-04-11,4.83,338,True,False,moderate,Modern loft -- newly renovated
2472,1337,2024-05-22,Mombasa,Nyali,Bungalow,Shared room,2869,30,242,2020-06-30,,328,Yes,No,Strict ,Modern loft -- newly renovated
2473,2389,2018-11-07,Nairobi,Langata,House,Hotel room,23381,14,130,2019-05-26,,203,Yes,True,strict,"Quiet neighborhood, perfect for families"
2474,4566,2023-01-04,Nakuru,Kilimani,Apartment,Shared room,8165,three,268,2021-02-03,3.99,223,0,True,super_strict_30,Spacious apartment with great view!!!
2475,1606,2015-12-12,Nakuru,Nyali,Villa,Private room,19948,seven,51,2016-01-31,,222,False,True,,Modern loft -- newly renovated
2476,1165,2020-08-28,Kisumu,Parklands,Condo,Shared room,4265,14,61,2025-10-19,3.59,80,False,True,strict,
2477,2567,2022-03-31,Eldoret,Kilimani,Apartment,Shared room,20701,30,118,2023-06-20,3.4,329,0,No,super_strict_30,Affordable stay $$$
2478,3058,2016-12-07,Kisumu,Milimani,Condo,Shared room,"KES 2,216",5,263,2019-09-15,2.8,190,Yes,Yes,super_strict_30,Cozy place near city center
2479,2324,2015-06-10,Kisumu,Karen,Condo,Hotel room,15350,2,238,2018-08-25,,285,Yes,Y,super_strict_30,Spacious apartment with great view!!!
2480,1728,2017-10-11,Eldoret,Kilimani,Apartment,Shared room,21924,seven,254,2019-10-07,4.57,146,No,0,Strict ,Modern loft -- newly renovated
2481,3848,2022-12-08,Nairobi,Milimani,Apartment,Private room,"KES 3,211",seven,172,,4.94,281,False,True,,
2482,3043,2019-11-29,Kisumu,CBD,Condo,Shared room,23251,5,236,2018-07-30,4.54,10,N,N,super_strict_30,Cozy place near city center
2483,1101,2019-12-05,Kisumu,Nyali,House,Hotel room,7761,3,94,2018-11-24,4.83,275,Y,1,strict,Luxury villa with pool & gym access
2484,4496,2020-11-16,Nakuru,Westlands,Loft,Entire home/apt,17892,,56,2022-11-26,4.18,55,0,Y,,Affordable stay $$$
2485,2415,2020-11-11,Eldoret,Langata,Bungalow,Hotel room,22002,14,66,,4.66,172,Yes,Yes,flexible,Luxury villa with pool & gym access
2486,1778,2021-11-02,Mombasa,Parklands,Loft,Shared room,7586,3,45,2024-06-03,,302,Yes,Y,strict,Cozy place near city center
2487,1213,2016-10-12,Nairobi,Westlands,House,Entire home/apt,24267,1,93,2020-06-26,4.76,203,False,Y,Strict ,Luxury villa with pool & gym access
2488,4762,2019-01-30,Nairobi,Parklands,Bungalow,Shared room,15862,5,137,2022-09-15,4.57,344,N,Y,super_strict_30,Modern loft -- newly renovated
2489,2111,2019-03-08,Eldoret,Nyali,Apartment,Hotel room,"KES 12,723",1,92,2018-04-06,4.26,247,False,N,,"Quiet neighborhood, perfect for families"
2490,2576,2025-04-17,Nakuru,Parklands,Bungalow,Entire home/apt,"KES 17,720",2,231,2017-05-31,4.44,313,No,1,flexible,
2491,3448,2018-03-04,Nakuru,Karen,Condo,Entire home/apt,14892,3,48,2023-10-12,,265,N,Yes,Strict ,
2492,3635,2019-05-06,Eldoret,Kilimani,Loft,Shared room,"KES 21,551",three,22,2021-04-22,,21,Yes,No,moderate,Spacious apartment with great view!!!
2493,3936,2019-08-02,Nakuru,Karen,Bungalow,Shared room,3746,,61,2017-12-07,4.55,326,False,N,moderate,Cozy place near city center
2494,4117,2023-09-08,Nairobi,Westlands,Condo,Hotel room,21510,5,266,2019-08-12,3.88,23,Y,False,moderate,Luxury villa with pool & gym access
2495,2695,2018-10-17,Nairobi,Langata,House,Shared room,"KES 4,322",5,117,2019-12-16,4.71,193,Y,True,flexible,Luxury villa with pool & gym access
2496,4534,2022-08-12,Mombasa,Milimani,Bungalow,Entire home/apt,18734,,87,2017-12-03,4.93,95,No,N,,Cozy place near city center
2497,1591,2021-09-14,Eldoret,Langata,Condo,Private room,"KES 18,991",seven,88,2018-01-04,4.2,262,No,True,strict,
2498,2333,2015-08-03,Kisumu,Nyali,House,Private room,"KES 18,183",30,54,2017-06-15,,71,N,False,flexible,Luxury villa with pool & gym access
2499,2109,2023-11-07,Kisumu,Nyali,Apartment,Hotel room,11169,2,152,2024-03-06,4.55,242,True,0,,Spacious apartment with great view!!!
2500,3139,2022-01-28,Mombasa,Karen,House,Shared room,23284,3,238,,4.61,37,Yes,Yes,flexible,Cozy place near city center
2501,4731,2022-04-05,Mombasa,Milimani,House,Hotel room,2582,5,264,2017-06-25,4.49,88,False,No,,Luxury villa with pool & gym access
2502,3720,2018-10-02,Nakuru,Karen,Loft,Private room,12648,5,267,2016-11-13,4.32,27,No,False,flexible,Modern loft -- newly renovated
2503,1713,2015-09-27,Mombasa,Kilimani,Condo,Private room,"KES 9,667",,112,2023-09-29,4.6,91,True,False,moderate,
2504,1935,2018-09-12,Mombasa,CBD,Bungalow,Shared room,11057,three,165,2025-08-18,4.17,53,False,No,Flexible,Spacious apartment with great view!!!
2505,2951,2016-01-23,Kisumu,Milimani,Loft,Entire home/apt,"KES 20,684",,155,2021-11-06,3.59,158,Y,0,,Cozy place near city center
2506,1241,2021-04-04,Nakuru,CBD,Villa,Shared room,"KES 13,228",,7,2021-10-13,4.77,227,Y,Y,,Modern loft -- newly renovated
2507,3043,2022-08-10,Mombasa,Langata,House,Private room,5451,14,201,2025-08-28,4.51,40,No,1,,Modern loft -- newly renovated
2508,4936,2019-05-03,Mombasa,Kilimani,Villa,Entire home/apt,16177,3,216,2023-12-31,4.77,36,Yes,1,strict,Spacious apartment with great view!!!
2509,1001,2018-03-09,Nakuru,Parklands,Loft,Hotel room,"KES 17,469",seven,291,2023-10-02,,124,1,True,Flexible,Luxury villa with pool & gym access
2510,3272,2017-10-29,Eldoret,Parklands,Condo,Private room,10467$,,49,2025-03-25,3.71,178,0,No,Flexible,Luxury villa with pool & gym access
2511,3848,2023-02-12,Nakuru,CBD,Loft,Hotel room,"KES 8,268",three,106,2023-08-04,3.55,331,1,1,flexible,Affordable stay $$$
2512,2768,2024-07-20,Kisumu,Westlands,Condo,Entire home/apt,"KES 19,336",seven,8,2022-05-06,4.9,36,True,1,strict,Cozy place near city center
2513,2949,2022-05-13,Eldoret,Langata,Condo,Hotel room,19565,7,232,,,100,No,Yes,Flexible,
2514,3636,2025-10-25,Nairobi,CBD,Apartment,Private room,15539,3,187,2021-01-02,3.72,30,False,Y,super_strict_30,"Quiet neighborhood, perfect for families"
2515,3163,2025-03-01,Nakuru,Kilimani,House,Shared room,"KES 3,803",5,109,,,189,No,N,flexible,
2516,4737,2021-10-04,Kisumu,CBD,Loft,Hotel room,"KES 16,663",7,144,,4.71,145,Y,N,flexible,Cozy place near city center
2517,1917,2024-10-16,Eldoret,Nyali,Condo,Private room,8657,seven,227,2024-08-22,,89,No,0,flexible,Affordable stay $$$
2518,4174,2016-09-07,Nakuru,Karen,Loft,Private room,19735,seven,113,2018-04-03,4.5,5,False,No,super_strict_30,Affordable stay $$$
2519,3241,2018-09-27,Mombasa,Westlands,Loft,Entire home/apt,19781,3,62,2025-03-19,,138,Yes,False,super_strict_30,Cozy place near city center
2520,4237,2015-11-30,Nakuru,Nyali,Condo,Private room,17629,30,274,2019-08-21,4.56,94,False,1,moderate,"Quiet neighborhood, perfect for families"
2521,3918,2021-07-14,Nairobi,Nyali,Bungalow,Shared room,"KES 23,709",14,123,2023-03-23,3.7,118,1,True,Strict ,Affordable stay $$$
2522,1089,2022-06-11,Nakuru,Kilimani,Villa,Shared room,11019,5,85,2015-02-25,4.5,365,1,0,strict,"Quiet neighborhood, perfect for families"
2523,2709,2016-08-02,Eldoret,Karen,House,Hotel room,1744,7,69,,4.83,119,N,True,Strict ,Luxury villa with pool & gym access
2524,3169,2025-04-12,Eldoret,Karen,House,Hotel room,10448,,46,,,122,True,1,flexible,Modern loft -- newly renovated
2525,1142,2018-12-03,Nakuru,Milimani,Bungalow,Hotel room,10515$,2,198,2016-02-24,4.14,284,Yes,Y,Flexible,Luxury villa with pool & gym access
2526,4041,2018-06-24,Eldoret,Langata,Apartment,Hotel room,12519,30,200,2023-11-16,4.12,365,Y,True,flexible,Luxury villa with pool & gym access
2527,1105,2025-11-07,Mombasa,Westlands,Bungalow,Shared room,21691,5,275,2016-10-04,4.16,178,N,Yes,Flexible,Spacious apartment with great view!!!
2528,1886,2022-05-11,Nakuru,Langata,Apartment,Entire home/apt,4279,2,36,2015-04-10,3.62,324,1,No,moderate,Modern loft -- newly renovated
2529,1427,2022-10-31,Mombasa,Kilimani,Apartment,Hotel room,"KES 19,730",14,202,2023-08-30,4.84,6,1,True,,Spacious apartment with great view!!!
2530,2328,2022-06-05,Mombasa,Westlands,Bungalow,Entire home/apt,15223,2,129,2015-05-19,4.8,311,Y,N,Strict ,"Quiet neighborhood, perfect for families"
2531,2895,2019-05-25,Kisumu,Milimani,House,Private room,24905,,291,2016-05-21,5.0,126,Y,False,,"Quiet neighborhood, perfect for families"
2532,2994,2016-06-12,Nakuru,CBD,Villa,Private room,14303,2,63,2019-03-28,4.38,76,0,Y,,"Quiet neighborhood, perfect for families"
2533,1316,2021-09-03,Eldoret,Nyali,House,Hotel room,18357,30,262,2016-06-21,,233,Y,True,flexible,
2534,2986,2022-12-13,Mombasa,Westlands,House,Private room,22015,1,119,2024-10-30,,317,No,N,Strict ,
2535,1634,2025-07-09,Kisumu,Langata,House,Entire home/apt,15198,30,277,2015-12-14,,73,True,No,moderate,Spacious apartment with great view!!!
2536,2925,2015-12-14,Nakuru,Nyali,Bungalow,Entire home/apt,3292,,201,,4.63,270,Yes,0,Strict ,"Quiet neighborhood, perfect for families"
2537,3056,2018-06-22,Nakuru,Kilimani,Bungalow,Private room,16876$,7,45,2022-11-21,3.8,308,Y,True,Flexible,Modern loft -- newly renovated
2538,3821,2021-04-08,Nairobi,Langata,Bungalow,Hotel room,19618,1,167,2019-08-29,4.5,119,0,0,strict,Cozy place near city center
2539,4144,2019-03-23,Nairobi,CBD,House,Entire home/apt,14617,14,109,,4.47,34,Y,0,,Spacious apartment with great view!!!
2540,4430,2022-03-20,Mombasa,Kilimani,Villa,Entire home/apt,8715,30,45,2021-01-27,4.85,206,N,Y,moderate,Modern loft -- newly renovated
2541,3270,2023-11-17,Nairobi,Parklands,Apartment,Shared room,6688,1,211,2016-09-13,4.75,269,1,Y,Strict ,Spacious apartment with great view!!!
2542,2439,2018-09-07,Mombasa,CBD,Loft,Hotel room,17518,seven,27,,4.91,92,No,False,flexible,Affordable stay $$$
2543,1552,2024-02-13,Eldoret,CBD,Apartment,Shared room,16201,30,86,2019-05-22,4.8,176,Y,False,super_strict_30,Modern loft -- newly renovated
2544,4441,2016-06-07,Mombasa,Nyali,Apartment,Private room,6781,1,290,,4.8,273,Yes,True,super_strict_30,Spacious apartment with great view!!!
2545,1715,2022-07-07,Nairobi,Kilimani,Loft,Private room,23742$,3,156,2018-07-02,,178,1,1,moderate,Modern loft -- newly renovated
2546,2287,2022-11-18,Eldoret,Kilimani,House,Shared room,2444,7,264,2019-10-08,3.6,128,1,No,super_strict_30,Modern loft -- newly renovated
2547,4911,2024-04-18,Nairobi,Westlands,Villa,Hotel room,3011,5,264,2015-04-06,,124,False,1,strict,Luxury villa with pool & gym access
2548,2713,2025-08-15,Mombasa,Langata,Villa,Entire home/apt,21965,2,21,2020-02-23,,26,False,Yes,moderate,Luxury villa with pool & gym access
2549,2883,2023-04-15,Kisumu,Parklands,Apartment,Private room,14218,1,255,2017-12-18,,63,Y,Yes,flexible,Luxury villa with pool & gym access
2550,4389,2022-09-08,Nakuru,Kilimani,Loft,Hotel room,24002,5,190,2021-06-18,,59,True,N,flexible,Cozy place near city center
2551,2107,2025-03-26,Nairobi,Westlands,Condo,Hotel room,18742,30,231,2018-04-07,4.77,218,Yes,0,moderate,Affordable stay $$$
2552,2341,2020-11-26,Mombasa,Parklands,House,Private room,21444,5,185,2017-06-29,4.41,216,N,Yes,super_strict_30,Luxury villa with pool & gym access
2553,1110,2016-01-18,Eldoret,Karen,Apartment,Private room,9869,seven,182,2021-04-16,4.07,168,Y,Y,super_strict_30,Affordable stay $$$
2554,1250,2022-03-31,Nairobi,Karen,Villa,Hotel room,13620,three,201,2018-03-10,3.58,148,True,0,flexible,Modern loft -- newly renovated
2555,3430,2022-07-09,Nairobi,Parklands,Bungalow,Entire home/apt,15221,three,64,2020-12-24,4.52,269,0,0,strict,Cozy place near city center
2556,3054,2019-10-01,Nakuru,Karen,Bungalow,Shared room,4115,7,42,2019-04-16,3.99,115,0,No,Flexible,"Quiet neighborhood, perfect for families"
2557,1458,2020-09-13,Mombasa,Milimani,Loft,Private room,19497,1,220,,,244,No,N,super_strict_30,Affordable stay $$$
2558,2107,2019-01-22,Kisumu,Kilimani,Loft,Shared room,17129,seven,16,2019-06-01,,147,N,1,strict,"Quiet neighborhood, perfect for families"
2559,1207,2015-03-16,Eldoret,Milimani,Apartment,Hotel room,4340,2,284,2023-07-22,,91,Y,1,,Spacious apartment with great view!!!
2560,1899,2019-01-25,Mombasa,Langata,Condo,Shared room,15551,14,182,2016-03-19,4.2,84,False,1,super_strict_30,Cozy place near city center
2561,4461,2018-06-19,Eldoret,Kilimani,Villa,Entire home/apt,3274,,43,2021-06-24,,86,True,True,Flexible,Spacious apartment with great view!!!
2562,4385,2017-01-08,Nairobi,Westlands,Apartment,Hotel room,14762,7,187,2019-06-16,4.52,119,No,False,moderate,Affordable stay $$$
2563,1021,2025-08-31,Nakuru,Milimani,Condo,Entire home/apt,5371,,262,2020-01-06,,339,False,Y,Strict ,Luxury villa with pool & gym access
2564,1409,2017-05-27,Nakuru,Milimani,Loft,Hotel room,9773$,three,173,2021-04-25,4.7,23,1,Y,flexible,Modern loft -- newly renovated
2565,1894,2018-10-31,Kisumu,Langata,Bungalow,Entire home/apt,18729,3,53,,,88,Yes,N,moderate,Spacious apartment with great view!!!
2566,1514,2025-08-17,Nakuru,Milimani,House,Hotel room,10908$,14,219,2016-08-11,4.74,36,Y,Yes,super_strict_30,
2567,4198,2023-08-05,Nairobi,CBD,Bungalow,Entire home/apt,"KES 4,760",14,45,2025-12-10,,341,1,1,Flexible,Affordable stay $$$
2568,1808,2020-06-14,Kisumu,Westlands,Villa,Hotel room,4645,,259,,,270,0,False,flexible,Affordable stay $$$
2569,4771,2017-02-25,Mombasa,Karen,Villa,Entire home/apt,9302,3,194,2017-04-30,4.18,11,0,N,Strict ,Cozy place near city center
2570,1873,2017-07-16,Nakuru,Westlands,Bungalow,Hotel room,3763,30,60,2020-06-29,4.08,94,0,N,Strict ,Modern loft -- newly renovated
2571,1013,2016-07-17,Kisumu,CBD,Bungalow,Entire home/apt,9655,5,165,2015-12-10,3.86,30,No,No,Flexible,"Quiet neighborhood, perfect for families"
2572,1970,2016-09-26,Nairobi,Langata,Condo,Private room,2422,7,159,,4.06,349,True,1,Flexible,Spacious apartment with great view!!!
2573,4025,2015-11-13,Eldoret,Langata,Apartment,Shared room,8195,seven,150,2020-04-23,3.67,232,Yes,0,super_strict_30,Luxury villa with pool & gym access
